date,run_timestamp,site,engine,clicks
2026-07-23,2026-07-23T02:41:34Z,thelosangelesentrepreneur.com,google.com,0
2026-07-23,2026-07-23T02:41:34Z,thelosangelesentrepreneur.com,yahoo.com,0
2026-07-23,2026-07-23T02:41:34Z,thelosangelesentrepreneur.com,bing.com,0
2026-07-23,2026-07-23T06:06:41Z,thelosangelesentrepreneur.com,google.com,0
2026-07-23,2026-07-23T06:06:41Z,thelosangelesentrepreneur.com,yahoo.com,0
2026-07-23,2026-07-23T06:06:41Z,thelosangelesentrepreneur.com,bing.com,0
2026-07-23,2026-07-23T08:40:16Z,thelosangelesentrepreneur.com,google.com,0
2026-07-23,2026-07-23T08:40:16Z,thelosangelesentrepreneur.com,yahoo.com,0
2026-07-23,2026-07-23T08:40:16Z,thelosangelesentrepreneur.com,bing.com,0
2026-07-23,2026-07-23T11:22:28Z,thelosangelesentrepreneur.com,google.com,0
2026-07-23,2026-07-23T11:22:28Z,thelosangelesentrepreneur.com,yahoo.com,0
2026-07-23,2026-07-23T11:22:28Z,thelosangelesentrepreneur.com,bing.com,0
2026-07-23,2026-07-23T14:05:51Z,thelosangelesentrepreneur.com,google.com,0
2026-07-23,2026-07-23T14:05:51Z,thelosangelesentrepreneur.com,yahoo.com,0
2026-07-23,2026-07-23T14:05:51Z,thelosangelesentrepreneur.com,bing.com,0
2026-07-23,2026-07-23T16:41:17Z,thelosangelesentrepreneur.com,google.com,0
2026-07-23,2026-07-23T16:41:17Z,thelosangelesentrepreneur.com,yahoo.com,0
2026-07-23,2026-07-23T16:41:17Z,thelosangelesentrepreneur.com,bing.com,0
2026-07-23,2026-07-23T19:26:02Z,thelosangelesentrepreneur.com,google.com,0
2026-07-23,2026-07-23T19:26:02Z,thelosangelesentrepreneur.com,yahoo.com,0
2026-07-23,2026-07-23T19:26:02Z,thelosangelesentrepreneur.com,bing.com,0
2026-07-23,2026-07-23T22:08:04Z,thelosangelesentrepreneur.com,google.com,0
2026-07-23,2026-07-23T22:08:04Z,thelosangelesentrepreneur.com,yahoo.com,0
2026-07-23,2026-07-23T22:08:04Z,thelosangelesentrepreneur.com,bing.com,0
