url,status,load_time_s,title,title_length,meta_description,meta_desc_length,h1_count,canonical,noindex,images_missing_alt,has_og_tags,has_schema,issues
https://thelosangelesentrepreneur.com,200,1.38,Home - The Los Angeles Entrepreneur,35,Inspiration,11,0,https://thelosangelesentrepreneur.com/,False,0,True,True,Meta short (11) | No H1
https://thelosangelesentrepreneur.com/xmlrpc.php,405,0.74,,0,,0,0,,False,0,False,False,HTTP 405 | Missing title | Missing meta desc | No H1 | No OG tags | No Schema
https://thelosangelesentrepreneur.com/,200,0.27,Home - The Los Angeles Entrepreneur,35,Inspiration,11,0,https://thelosangelesentrepreneur.com/,False,0,True,True,Meta short (11) | No H1
https://thelosangelesentrepreneur.com/feed/,200,0.3,The Los Angeles Entrepreneur,28,,0,10,,False,0,False,False,Title short (28) | Missing meta desc | Multiple H1s (10) | No OG tags | No Schema
https://thelosangelesentrepreneur.com/comments/feed/,200,0.14,Comments for The Los Angeles Entrepreneur,41,,0,0,,False,0,False,False,Missing meta desc | No H1 | No OG tags | No Schema
https://thelosangelesentrepreneur.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthelosangelesentrepreneur.com%2F,200,0.14,,0,,0,0,,False,0,False,False,Missing title | Missing meta desc | No H1 | No OG tags | No Schema
https://thelosangelesentrepreneur.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthelosangelesentrepreneur.com%2F&#038;format=xml,200,0.2,,0,,0,0,,False,0,False,False,Missing title | Missing meta desc | No H1 | No OG tags | No Schema
https://thelosangelesentrepreneur.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.5,200,0.14,,0,,0,0,,False,0,False,False,Missing title | Missing meta desc | No H1 | No OG tags | No Schema
https://thelosangelesentrepreneur.com/wp-content/plugins/kirki/assets/css/kirki.min.css?ver=6.0.3,200,0.23,,0,,0,0,,False,0,False,False,Missing title | Missing meta desc | No H1 | No OG tags | No Schema
https://thelosangelesentrepreneur.com/wp-content/themes/katen/style.css?ver=6.9.4,200,0.2,,0,,0,0,,False,0,False,False,Missing title | Missing meta desc | No H1 | No OG tags | No Schema
https://thelosangelesentrepreneur.com/wp-content/themes/katen-child/style.css?ver=6.9.4,200,0.2,,0,,0,0,,False,0,False,False,Missing title | Missing meta desc | No H1 | No OG tags | No Schema
https://thelosangelesentrepreneur.com/wp-content/themes/katen/css/bootstrap.min.css?ver=6.9.4,200,0.27,,0,,0,0,,False,0,False,False,Missing title | Missing meta desc | No H1 | No OG tags | No Schema
https://thelosangelesentrepreneur.com/wp-content/themes/katen/css/fontawesome.min.css?ver=6.9.4,200,0.29,,0,,0,0,,False,0,False,False,Missing title | Missing meta desc | No H1 | No OG tags | No Schema
