url,slug,post_id,fixed,reason,issues,changes
https://aifrontierdispatch.com,,,False,No matching WP post,Title long (157) | Multiple H1s (5),[]
https://aifrontierdispatch.com/,,,False,No matching WP post,Title long (157) | Multiple H1s (5),[]
https://aifrontierdispatch.com/page/2/,2,,False,No matching WP post,Title long (172) | Multiple H1s (5),[]
https://aifrontierdispatch.com/feed/,feed,,False,No matching WP post,Title short (20) | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/comments/feed/,feed,,False,No matching WP post,Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/themes/newsophy/assets/fonts/css/fontello.css?ver=5.13.0,fontello.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/themes/newsophy/style.css?ver=1.0,style.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/themes/newsophy/assets/css/responsive.css?ver=1.0,responsive.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/themes/newsophy/assets/css/interlace.css?ver=2.6,interlace.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/themes/newsophy/assets/css/amp.scss?ver=1.0,amp.scss,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/plugins/coblocks/dist/style-coblocks-extensions.css?ver=3.1.17,style-coblocks-extensions.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/plugins/coblocks/dist/style-coblocks-animation.css?ver=2677611078ee87eb3b1c,style-coblocks-animation.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/plugins/co-author/public/css/co-author-public.css?ver=1.0.0,co-author-public.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-includes/css/buttons.min.css?ver=6.9.4,buttons.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-includes/css/dashicons.min.css?ver=6.9.4,dashicons.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17,mediaelementplayer-legacy.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9.4,wp-mediaelement.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-includes/css/media-views.min.css?ver=6.9.4,media-views.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8,imgareaselect.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/plugins/wp-user-profile-avatar/assets/css/frontend.min.css?ver=6.9.4,frontend.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-includes/css/dist/components/style.min.css?ver=6.9.4,style.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-content/plugins/coblocks/includes/Dependencies/GoDaddy/Styles/build/latest.css?ver=2.0.2,latest.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/wp-json/,wp-json,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://aifrontierdispatch.com/xmlrpc.php?rsd,xmlrpc.php,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
