url,slug,post_id,fixed,reason,issues,changes
https://lasvegasmonthlyreview.com,,,False,No matching WP post,Title long (167),[]
https://lasvegasmonthlyreview.com/,,,False,No matching WP post,Title long (167),[]
https://lasvegasmonthlyreview.com/page/2/,2,,False,No matching WP post,Title long (182),[]
https://lasvegasmonthlyreview.com/wp-content/plugins/co-author/public/css/co-author-public.css?ver=1.0.0,co-author-public.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.6,styles.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-content/plugins/wp-user-profile-avatar/assets/lib/fontawesome/all.css?ver=4.4.0,all.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-includes/css/buttons.min.css?ver=7.0,buttons.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-includes/css/dashicons.min.css?ver=7.0,dashicons.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17,mediaelementplayer-legacy.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=7.0,wp-mediaelement.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-includes/css/media-views.min.css?ver=7.0,media-views.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8,imgareaselect.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-content/plugins/wp-user-profile-avatar/assets/css/frontend.min.css?ver=7.0,frontend.min.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-content/themes/las-vegas-monthly/style.css?ver=7.0,style.css,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-json/,wp-json,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/xmlrpc.php?rsd,xmlrpc.php,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-content/uploads/2024/12/cropped-2ec2bc8c7c6c4c609d637839755d69ff-free-32x32.png,cropped-2ec2bc8c7c6c4c609d637839755d69ff-free-32x32.png,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-content/uploads/2024/12/cropped-2ec2bc8c7c6c4c609d637839755d69ff-free-192x192.png,cropped-2ec2bc8c7c6c4c609d637839755d69ff-free-192x192.png,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/wp-content/uploads/2024/12/cropped-2ec2bc8c7c6c4c609d637839755d69ff-free-180x180.png,cropped-2ec2bc8c7c6c4c609d637839755d69ff-free-180x180.png,,False,No matching WP post,Missing title | Missing meta desc | No H1 | No OG tags | No Schema,[]
https://lasvegasmonthlyreview.com/category/newyorkinfocus/,newyorkinfocus,,False,No matching WP post,Missing meta desc,[]
https://lasvegasmonthlyreview.com/category/local-news-highlights/,local-news-highlights,,False,No matching WP post,Missing meta desc,[]
https://lasvegasmonthlyreview.com/category/opinion-pieces/,opinion-pieces,,False,No matching WP post,Missing meta desc,[]
https://lasvegasmonthlyreview.com/category/feature-stories/,feature-stories,,False,No matching WP post,Missing meta desc,[]
https://lasvegasmonthlyreview.com/category/breakingheadlines/,breakingheadlines,,False,No matching WP post,Missing meta desc,[]
https://lasvegasmonthlyreview.com/about-us/,about-us,,False,No matching WP post,Missing meta desc,[]
https://lasvegasmonthlyreview.com/about-everforward/,about-everforward,2705.0,True,,Missing meta desc,['Updated meta description (Yoast/RankMath)']
https://lasvegasmonthlyreview.com/transforming-entrepreneurship-reno-inside/,transforming-entrepreneurship-reno-inside,2673.0,True,,Title long (188) | Missing meta desc,"['Updated SEO title (Yoast/RankMath)', 'Updated meta description (Yoast/RankMath)']"
https://lasvegasmonthlyreview.com/new-platform-connects-california-creative-media/,new-platform-connects-california-creative-media,2672.0,True,,Title long (127) | Missing meta desc,"['Updated SEO title (Yoast/RankMath)', 'Updated meta description (Yoast/RankMath)']"
https://lasvegasmonthlyreview.com/renowned-editor-kartikye-gupta-redefining-cinematic/,renowned-editor-kartikye-gupta-redefining-cinematic,2671.0,True,,Title long (183) | Missing meta desc,"['Updated SEO title (Yoast/RankMath)', 'Updated meta description (Yoast/RankMath)']"
https://lasvegasmonthlyreview.com/serial-entrepreneur-kris-kraze-mullins-unveils-blueprint/,serial-entrepreneur-kris-kraze-mullins-unveils-blueprint,2670.0,True,,Title long (142) | Missing meta desc,"['Updated SEO title (Yoast/RankMath)', 'Updated meta description (Yoast/RankMath)']"
