date,run_timestamp,site,engine,clicks
2026-07-03,2026-07-03T02:58:23Z,lasvegasmonthlyreview.com,google.com,10
2026-07-03,2026-07-03T02:58:23Z,lasvegasmonthlyreview.com,yahoo.com,0
2026-07-03,2026-07-03T02:58:23Z,lasvegasmonthlyreview.com,bing.com,0
2026-07-03,2026-07-03T06:49:55Z,lasvegasmonthlyreview.com,google.com,10
2026-07-03,2026-07-03T06:49:55Z,lasvegasmonthlyreview.com,yahoo.com,0
2026-07-03,2026-07-03T06:49:55Z,lasvegasmonthlyreview.com,bing.com,0
2026-07-03,2026-07-03T11:51:47Z,lasvegasmonthlyreview.com,google.com,10
2026-07-03,2026-07-03T11:51:47Z,lasvegasmonthlyreview.com,yahoo.com,0
2026-07-03,2026-07-03T11:51:47Z,lasvegasmonthlyreview.com,bing.com,0
2026-07-03,2026-07-03T14:16:31Z,lasvegasmonthlyreview.com,google.com,10
2026-07-03,2026-07-03T14:16:31Z,lasvegasmonthlyreview.com,yahoo.com,0
2026-07-03,2026-07-03T14:16:31Z,lasvegasmonthlyreview.com,bing.com,0
