url,title,h1,h2s,top_words,top_bigrams,word_count
https://newyorkluxurymag.com,Home - New York Luxury Mag,,"Richest Celebrities in the World 2026: Net Worth, Lifestyle &#038; Income Sources | Latest Posts | Editor's choice | Recent NewStay up-to-date | Editor's Choice","luxury(24), comments(23), april(19), new(15), york(14), how(13), editorial(11), staff(11), lifestyle(10), habits(10), daily(8), life(8), style(8), best(7), budget(7), nyc(7), billionaire(6), living(6), fashion(6), celebrities(6)","april comments(19), new york(14), editorial staff(11), staff april(9), life style(8), luxury lifestyle(6), habits how(6), comments life(5), york luxury(4), luxury mag(4), daily billionaire(4), billionaire routine(4), lifestyle budget(4), budget tips(4), rich people(4)",611
https://newyorkluxurymag.com/,Home - New York Luxury Mag,,"Richest Celebrities in the World 2026: Net Worth, Lifestyle &#038; Income Sources | Latest Posts | Editor's choice | Recent NewStay up-to-date | Editor's Choice","luxury(24), comments(23), april(19), new(15), york(14), how(13), editorial(11), staff(11), lifestyle(10), habits(10), daily(8), life(8), style(8), best(7), budget(7), nyc(7), billionaire(6), living(6), fashion(6), celebrities(6)","april comments(19), new york(14), editorial staff(11), staff april(9), life style(8), luxury lifestyle(6), habits how(6), comments life(5), york luxury(4), luxury mag(4), daily billionaire(4), billionaire routine(4), lifestyle budget(4), budget tips(4), rich people(4)",611
https://newyorkluxurymag.com/feed/,New York Luxury Mag,,Artemis II: A Historic Return to the Moon | Artemis Program: Building a Sustainable Lunar Future | Moon to Mars: The Next Giant Leap | Robotic Missions and Lunar Innovation | Gateway and Deep Space Infrastructure | Commercial Partnerships and Private Space Industry | Scientific Discoveries and Research Goals | Challenges and Future Outlook,"luxury(290), nyc(80), new(77), also(71), people(68), living(65), lifestyle(65), fashion(59), york(58), city(53), hotels(52), resorts(50), many(48), offer(48), brands(48), can(47), comfort(47), https(44), newyorkluxurymag(44), com(44)","new york(58), newyorkluxurymag com(44), https newyorkluxurymag(43), luxury lifestyle(33), affordable luxury(29), york city(28), luxury resorts(25), luxury hotels(23), york luxury(22), luxury mag(22), luxury apartments(22), nyc penthouses(21), appeared first(20), first new(20), luxury fashion(19)",10059
https://newyorkluxurymag.com/comments/feed/,Comments for New York Luxury Mag,,,"new(2), york(2), https(2), newyorkluxurymag(2), com(2), comments(1), luxury(1), mag(1), explore(1), essence(1), art(1), artisan(1), culture(1), crafting(1), stories(1), inspiring(1), creativity(1), celebrating(1), diversity(1), thu(1)","new york(2), newyorkluxurymag com(2), york luxury(1), luxury mag(1), mag https(1), https newyorkluxurymag(1), com explore(1), essence new(1), york art(1), artisan culture(1), com crafting(1), crafting stories(1), stories inspiring(1), inspiring creativity(1), creativity celebrating(1)",33
https://newyorkluxurymag.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnewyorkluxurymag.com%2F,,,,"luxury(6), fashion(4), new(3), york(3), https(3), newyorkluxurymag(3), com(3), guide(3), brands(3), mag(2), home(2), nyc(2), best(2), living(2), top(2), version(1), editorial(1), staff(1), author(1), pangeaiimpgmail-com(1)","new york(3), https newyorkluxurymag(3), newyorkluxurymag com(3), york luxury(2), luxury mag(2), luxury fashion(2), fashion brands(2), version new(1), mag https(1), com editorial(1), editorial staff(1), staff https(1), com author(1), author pangeaiimpgmail-com(1), pangeaiimpgmail-com title(1)",85
https://newyorkluxurymag.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnewyorkluxurymag.com%2F&#038;format=xml,,,,"luxury(6), fashion(4), new(3), york(3), https(3), newyorkluxurymag(3), com(3), guide(3), brands(3), mag(2), home(2), nyc(2), best(2), living(2), top(2), version(1), editorial(1), staff(1), author(1), pangeaiimpgmail-com(1)","new york(3), https newyorkluxurymag(3), newyorkluxurymag com(3), york luxury(2), luxury mag(2), luxury fashion(2), fashion brands(2), version new(1), mag https(1), com editorial(1), editorial staff(1), staff https(1), com author(1), author pangeaiimpgmail-com(1), pangeaiimpgmail-com title(1)",85
https://newyorkluxurymag.com/wp-content/plugins/powerkit/assets/fonts/powerkit-icons.woff?ver=3.0.7,,,,"hffppffh(7), bhhb(3), buv(3), vubbuv(3), uvabuv(3), vubavu(3), qllvvllq(3), vubpffh(2), hff(2), eew(2), edxwee(2), woff(1), cmap(1), qjj(1), gasp(1), glyf(1), head(1), hhea(1), nhmtx(1), loca(1)","buv vubbuv(3), uvabuv vubavu(3), hffppffh hffppffh(3), bhhb bhhb(2), vubbuv vubpffh(2), vubpffh hffppffh(2), hffppffh hff(2), hff uvabuv(2), vubavu hffppffh(2), woff cmap(1), cmap qjj(1), qjj gasp(1), gasp glyf(1), glyf head(1), head hhea(1)",96
https://newyorkluxurymag.com/wp-content/plugins/powerkit/assets/css/powerkit.css?ver=3.0.7,,,,"content(109), before(107), max-width(65), flex(63), var(47), color(34), pk-flickity(32), init(32), none(29), pk-col-(24), pk-col-sm-(24), pk-col-md-(24), pk-col-lg-(24), pk-col-xl-(24), background-color(21), hover(20), focus(19), button(18), background(17), display(11)","before content(106), flex max-width(60), pk-flickity init(32), pk-col- flex(12), pk-col-sm- flex(12), pk-col-md- flex(12), pk-col-lg- flex(12), pk-col-xl- flex(12), color var(12), pk-col- pk-col-(11), pk-col-sm- pk-col-sm-(11), pk-col-md- pk-col-md-(11), pk-col-lg- pk-col-lg-(11), pk-col-xl- pk-col-xl-(11), max-width pk-col-(11)",1562
https://newyorkluxurymag.com/wp-content/plugins/advanced-popups/public/css/advanced-popups-public.css?ver=1.2.2,,,,"transform(32), adp-popup(27), opacity(24), var(23), adp-popup-type-content(23), top(15), width(14), adp-popup-close(14), initial(13), left(12), color(12), adp-popup-type-notification-bar(11), position(9), right(9), bottom(9), none(8), hidden(8), webkit-keyframes(8), keyframes(8), visibility(8)","opacity transform(14), color var(11), transform scale(8), transform visibility(6), background var(6), top left(5), transform adp-popup(5), adp-popup adp-popup-wrap(5), position relative(5), adp-popup-close hover(5), hover before(5), adp-popup-type-content adp-preview-image-bottom(5), order adp-popup-type-content(5), opacity opacity(4), visibility visible(4)",727
https://newyorkluxurymag.com/wp-content/plugins/powerkit/modules/author-box/public/css/public-powerkit-author-box.css?ver=3.0.7,,,,"pk-widget-author(13), pk-widget-author-with-bg(8), var(7), color(5), margin-top(4), pk-social-links-link(4), ffffff(3), position(3), cover(3), padding(3), important(3), all(2), pk-author-social-link-color(2), pk-author-with-bg-color(2), pk-author-with-bg-links-color(2), pk-author-with-bg-links-hover-color(2), pk-author-with-bg-decsription-color(2), pk-author-avatar-border-radius(2), pk-author-description-font-size(2), relative(2)","color var(5), margin-top pk-widget-author(4), important pk-widget-author-with-bg(3), pk-author-description-font-size pk-widget-author(2), position relative(2), center pk-widget-author(2), pk-widget-author pk-widget-author-bg(2), width height(2), z-index pk-widget-author(2), object-fit cover(2), pk-widget-author pk-author-data(2), pk-social-links-link color(2), pk-widget-author-with-bg pk-social-links-link(2), public-facing functionality(1), file environment(1)",131
